id,movie_name,movie_description,movie_pic,movie_knowledge_area,movie_recommended_age,benefits,objectives,problems,rationale
260,Symbiosis and Predation in the World of Insects,"This Snippet Lesson Plans contains four examples of symbiosis and predation in the insect world: (1) bees pollinating plants; the stamens of the flowers actually move to deposit pollen onto the bees; (2) a ladybug that is eating aphids is driven away by the ant which tends the aphids; the ant then strokes the aphids and harvests their honeydew; (3) grasshoppers are caught and eaten by a spider; (4) flying insects are caught by carnivorous plants. ""Microcosmos"" consists of many extraordinary and beautiful shots of insects. There is almost no narration.",pics/microcosmos-dvd-cover1.jpg,BL,5,nan,Students will understand and retain striking images of symbiosis and predation in the world of insects.,nan,Symbiosis and predation are important concepts of biology. Seeing them in action will help students understand and remember these concepts.
264,Never Cry Wolf,"This is a fictional account of a young scientist who spends a year observing a pack of wolves in Alaska. The film is based on the classic novel by Farley Mowat, first published in 1963. The novel was instrumental in changing attitudes toward wolves in the U.S., Canada, Russia (then the U.S.S.R.) and other countries. Previously, wolves had been considered dangerous animals, to be killed whenever possible. The novel helped people understand that wolves are valuable members of the forest ecology, endangered and deserving of protection.",pics/never-cry-wolf-DVDcover.jpg,BL,10,"""Never Cry Wolf"" will introduce children to the world of wolves. Possible Problems:    MINIMAL. Alcohol use and abuse are shown. Parenting Points:     Show your child the different types of wolves pictured in the Helpful Background section. Describe a little about their characteristics. Ask and help your child to answer the Quick Discussion Question.",nan,MINIMAL. Alcohol use and abuse are shown.,nan
195,Iron Jawed Angels,"Frustrated by the failure of the United States to adopt a constitutional amendment giving women the vote, militant suffragists led by Alice Paul mount an aggressive campaign demanding suffrage. They used parades and demonstrations with striking visual messages, campaigned against the Democratic party, which would not endorse the Amendment, and engaged in sustained picketing of the White House. The demonstrations were entirely peaceful and the banners often used the words of Woodrow Wilson, who was president at the time, to argue the justice of their cause. After the U.S. entered the First World War in 1917, many people expected all citizens to join together to support the war effort. The militant suffragists refused, noting that they had not been permitted to participate in making the decision on whether or not to go to war. They also pointed to the hypocrisy of a nation that was fighting a war to ""make the world safe for democracy"" but which refused to allow the vast majority of its female citizens to vote. The response was violent. Angry crowds assaulted the protesters and the police did little or nothing to protect them. Instead, the suffragists were arrested on false charges of blocking the sidewalk, convicted without due process of law, and sent to jail. In jail, they were confined in poor conditions and given rancid, wormy food. Their claim to be treated as political prisoners was rejected. Other inmates were incited by the guards to attack them. When some of the women protested their mistreatment, they were placed in solitary confinement. When the women went on hunger strikes in response, they were brutally force-fed. The government tried to have their leader, Alice Paul, declared insane so that she could be committed indefinitely, but its chief psychiatrist, after interviews with Miss Paul, decided that she was of sound mind. Word of the women's mistreatment got out and was publicized by the militants and their supporters. The public outcry was immense. The suffragists were applying all of the principles of nonviolent mass action: meeting violence with peacefulness; generating massive publicity; applying political or economic pressure; and making arguments that worked on the conscience of the general public and of their adversaries. The militants' campaign kept the suffrage issue in the forefront of the national consciousness and was a factor in leading President Wilson to change his position and work actively for passage of the 19th Amendment.",pics/iron-jawed-angels-dvd-cover.jpg,,11,"This movie can be used to vividly impress upon students the following important historical lessons not generally taught in textbooks:

(1) when the militant wing of the suffrage movement, led by Alice Paul, used nonviolent protests to demand the vote, they were assaulted by crowds of men and denied police protection;

(2) the government tried to suppress the militants' nonviolent protests with false arrests, unfair trials, imprisonment in harsh conditions, and what can best be described as torture;

(3) the militant suffragists withstood the violence, imprisonment, and torture, continuing their protests and refusing to back down, while strictly adhering to nonviolence;

(4) the arguments of the militant suffragists and the public's outrage at the way they were treated, as well as respect for the strength of the suffragists' commitment, were factors in the passage of the 19th Amendment, although the efforts of the National American Women's Suffrage Association (NAWSA) and its leader, Mrs. Carrie Chapman Catt, were probably more important long term factors in passing the amendment; and 

(5) Alice Paul and the NWP independently developed tactics of nonviolent protest which were strikingly similar to the methods of promoting political and social change being developed at about the same time by Mahatma Gandhi.

The film will inspire students to study the movement for women's equality, one of the five great advances in human rights in the U.S. since the beginning of the 20th century. The others were the grant of equal treatment for black Americans and other minorities, the procedural protections given to persons accused of crimes (achieved primarily through court decisions), granting access and other rights to the disabled (achieved through legislation) and the grant of equal rights to homosexuals, including the right to raise children and to marry. All these advances are works in process.",nan,"MODERATE. There are a number of historical errors and distortions in the film. See Helpful Background Section. These problems can be briefly corrected and turned into strengths by discussing them. For a more extensive correction students can be given TWM's student handout, Alice Paul and the Struggle for the 19th Amendment: What Really Happened. Parenting Points:     All that is necessary is to show the film and to point out that the scenes relating to the militant's efforts and their arrest and imprisonment are reasonably accurate. Correct the historical errors by stating that while Alice Paul and her militants played an important role in getting the vote for women, Mrs. Catt and her organization probably deserves more of the credit. Certainly, they deserve more credit than they were given in the movie. It was NAWSA, under Mrs. Catt's leadership, which did the basic political work of creating suffrage organizations in most states, getting states to adopt women's suffrage and working with the President. In addition, not shown in the movie is the fact that once President Wilson was converted to the suffragist side, he worked actively to get the 19th Amendment passed in Congress and ratified by the states. His political intervention was crucial in the success of the campaign to pass the amendment. Children are often interested in specific scenes that are accurate portrayals of real events. For an extensive list see, Dramatization of Incidents that Actually Occurred.",nan
196,It's a Wonderful Life,"Set in upstate New York during the first half of the 20th century, ""It's a Wonderful Life"" tells the story of a young man who wanted to travel, have adventures, go to college, and be an architect in a big city. But George Bailey's responsibilities to his family and to his community kept him from leaving the small town where he grew up. He held down a responsible job, raised a family, treated people decently, and helped out whenever he could. One tumultuous Christmas Eve, Bailey is shown how much he has meant to those around him and that happiness can be found in family, friends and fulfilling responsibility, right in your own home town. This charming Hollywood classic is almost as fresh today as when it was released in 1946. Many think it's a better Christmas story than A Christmas Carol. Many say it's one of the greatest films ever made. If they're wrong, they're not off by much. The movie is suitable for viewing at any time of the year.",pics/its-a-wonderful-life-DVDcover.jpg,,10,"""It's a Wonderful Life"" teaches that everyone can make a difference by living a responsible, caring life. In addition, it presents the counterargument to the contention that young people should follow their own star, leave the community in which they grew up, and go out into the world. In the view of this film, a wonderful life depends upon family, friends and having an honest job that contributes to the community. Finding the right balance between self-fulfillment and dedication to others is a major developmental task, indeed, it is a challenge for all age groups. This movie contains valuable lessons for the 21st century, especially in these days of rampant corporate and business greed. Bailey, as head of the town's savings and loan association, keeps his own salary at a reasonable level. He makes sure that the S & L is operated for the benefit of its members and serves the interests of the community. He has a lifelong competition with the town's richest businessman who, despite his vast wealth, will do anything to make another buck. Possible Problems:    Minor. ""It's a Wonderful Life"" posits a simplistic religious view of angels in heaven who look after individuals on earth and answer their prayers. This is not intended to be taken seriously. Perhaps a greater problem with the movie is that the villain, Mr. Potter, gets away with his greed and a serious crime, although he is denied any triumph over George Bailey. Harry Bailey (George's younger brother) playfully chases the black maid into the kitchen in a scene that would not be permitted today. George Bailey approves a loan from the S & L to a friend (hard not to do in such a small town). In theory and hopefully in practice, this transaction would not be accepted in today's business environment. Parenting Points:     Ask and help your child to discuss the issues raised in the Quick Discussion Questions. They were on their way out of town but there was a crowd in front of the S & L",nan,"Minor. ""It's a Wonderful Life"" posits a simplistic religious view of angels in heaven who look after individuals on earth and answer their prayers. This is not intended to be taken seriously. Perhaps a greater problem with the movie is that the villain, Mr. Potter, gets away with his greed and a serious crime, although he is denied any triumph over George Bailey. Harry Bailey (George's younger brother) playfully chases the black maid into the kitchen in a scene that would not be permitted today. George Bailey approves a loan from the S & L to a friend (hard not to do in such a small town). In theory and hopefully in practice, this transaction would not be accepted in today's business environment. Parenting Points:     Ask and help your child to discuss the issues raised in the Quick Discussion Questions. They were on their way out of town but there was a crowd in front of the S & L",nan
232,March of the Penguins,"This film describes a year in the life of an Emperor penguin colony. The special features provide additional information concerning penguins, their environment, and the filming of the movie.",pics/march-of-penguins-dvd-cover.jpg,BL,10,"""March of the Penguins"" shows how these beautiful birds have adapted to one of the most challenging environments on Earth. The film shows the amazing beauty and harshness of Antarctica. It is an excellent supplement to units on biology that deal with birds or the Antarctic. Possible Problems:        None. Parenting Points:     For all children ask, and help them to answer the Social-Emotional Learning Discussion Questions. For younger children add the Quick Discussion Question. For older children ask and help them answer Discussion Questions #s 2 and 3. Selected Awards, Cast and Director: Selected Awards: 2006 Academy Awards: Best Documentary. Featured Actors: Narrator: Morgan Freeman. Director: Luc Jacquet.",nan,"None. Parenting Points:     For all children ask, and help them to answer the Social-Emotional Learning Discussion Questions. For younger children add the Quick Discussion Question. For older children ask and help them answer Discussion Questions #s 2 and 3. Selected Awards, Cast and Director: Selected Awards: 2006 Academy Awards: Best Documentary. Featured Actors: Narrator: Morgan Freeman. Director: Luc Jacquet.",nan
377,The Tuskegee Airmen,"Description: This film tells the story of WWII's ""Tuskegee Airmen,"" the African-American 332nd Fighter Group of the Army Air Corps. While most of the specific characters and events are fictional, the film accurately portrays the struggle of black Americans in their efforts to be accepted as worthy soldiers in the racist structure of the military.",pics/tuskegee-airmen-DVDcover.jpg,,10,nan,"Objectives/Student Outcomes Using this Learning Guide: Assignments at the end of the guide will enable students to become familiar with,research and write about the many issues of historical value presented in this film.","Possible Problems: Moderate. This film has the violence that films about war require, not graphic or especially gory. There are many racial epithets used against the heroes of the film. There is one suicide, shown as a terrible waste .","Rationale for Using the Movie: The Tuskegee Airmen shows another step on the road to full equality for African-Americans in the U.S. military. During the Civil War, black foot soldiers demonstrated that blacks could fight under the conditions of modern warfare; they made a substantial contribution to the Union war effort. In 1948 President Truman ordered the complete integration of the armed forces. The film will enable students to see the significance of President George Bush's 1989 selection of General Colin Powell as the first African-American Chairman of the Joint Chiefs of Staff, the highest military post in the United States."
67,Captains Courageous,"Harvey, a spoiled rich kid about 10 years old, is expelled from his private boarding school. Taken on an ocean voyage by his father, Harvey falls overboard while the ship is sailing off the Grand Banks. He is miraculously rescued by a Gloucester fishing boat on a three-month trip. Harvey's demands that he be immediately taken to land are ignored. Given a choice between not eating and pitching in to help, he finds a whole new world of friendship and maturity. Benefits of the Movie: ""Captains Courageous"" paints a vivid portrait of a spoiled brat and how, through adversity and tragedy, he matures. It will acquaint children with the demanding life of a fisherman during the first half of the 20th century. Possible Problems: MINOR. Harvey, the rich kid, is slapped once in the face by the Captain to discipline him. Some alcohol abuse is shown. Manuel's fervent Catholicism is treated in a reverent fashion. Some parents may find this objectionable. Parenting Points:     Ask and answer the Quick Discussion Question. Talk about the Grand Banks and any other points in the film that might interest your child.",pics/captains-courageous-VHScover.jpg,,8,"""Captains Courageous"" paints a vivid portrait of a spoiled brat and how, through adversity and tragedy, he matures. It will acquaint children with the demanding life of a fisherman during the first half of the 20th century.",nan,"MINOR. Harvey, the rich kid, is slapped once in the face by the Captain to discipline him. Some alcohol abuse is shown. Manuel's fervent Catholicism is treated in a reverent fashion. Some parents may find this objectionable.",nan
206,Knute Rockne,"This is a romanticized Hollywood biography of Knute Rockne, possibly the most creative football coach of all time.",pics/knute-rockne-all-american-VHScover.jpg,LT,8,"Knute Rockne's Notre Dame football teams were the first to use the forward pass as a major offensive weapon. He also pioneered coordinated backfield movements, called ""the shift,"" which is used to maximize the chance for a large gain on a running play. This film will acquaint children with this innovative man. It will provide an opportunity to discuss the view that college sports are a game subordinate to the important work of education: e.g., Knute Rockne never intervened with a teacher to get a higher grade for one of his players; if a player's grades were not good enough, he was off the team. The film contains newsreel footage of Notre Dame football games.",nan,"MINOR. This is an old black and white film, acted in a style not current today. (Children should be accustomed to black and white films before they see this movie.) Rockne abandons a promising career as a research chemist and teacher to become a football coach. It is made clear that for all his talent in chemistry, coaching was where his heart and genius really lay. The Catholic hierarchy of Notre Dame University is shown with unquestioning worshipful reverence. The recent sex abuse scandals in the Catholic Church have shown the danger of this attitude. Children watching this film should be warned that even a respected occupation, such as the priesthood, draws some people who abuse their position.",nan
215,The Lion King,"""The Lion King"" tells the story of Simba, his birth, the murder of his father by his Uncle Scar, Simba's exile, and his return. The film is a Disney animation with excellent music.",pics/lion-king-DVDcover.jpg,BL,8,"""The Lion King"" deals with the death of a parent, betrayal, guilt, running away, denial, ambition, coming of age, redemption, and friendship. See Social-Emotional Learning and Ethical Emphasis Discussion Questions. The film can serve as an introduction to Africa, food chains, the interdependence of the hunter and the hunted, lions, hyenas, meerkats, and warthogs. The movie contains an excellent example of an adult manipulating a child that can be used to help children identify, defend against, and report this type of conduct. (See An Example of Manipulative Conduct by an Adult below). Finally, this movie can introduce children to the fact that Africa has a history of rulers and conquests some of which has come down to us in oral traditions. See Sundiata in the Helpful Background section.",nan,"MODERATE. This animated feature contains disturbing violence. We therefore do not recommend it for children below the age of eight. Parents or teachers of sensitive eight year olds should probably wait a year or two before they show the film. The violence includes: blood thirsty hyenas chasing Simba; a wildebeest stampede from which Simba is saved in the nick of time by Mufasa, his father; the murder of Mufasa by Scar, Mufasa's brother (Scar throws Mufasa off a cliff into the herd of stampeding wildebeests); and a violent fight at the end of the movie between Simba and Scar. 

Simba grieves touchingly for his father. This could upset sensitive children especially if there has been a recent death in the family. (This could also be a strength of the film, allowing a child who has suffered a loss that he or she has not dealt with to find an outlet for his or her grief.) 

For some, the message of the film may be overpowered by the infectious musical numbers in the ""hakuna matata"" scenes (""you won't get hurt if you don't care about anything therefore to avoid being hurt, don't care about anything"") and the alluring personalities of Timon (the meerkat character) and Pumbaa (the warthog character). After the movie is over, adults should point out that by the end of the film, not only Simba but also Timon and Pumbaa, reject ""hakuna matata"" in favor of involvement. When Simba returns to face Scar and the hyenas, Timon and Pumbaa help him out.",nan
211,Les Misérables,"These films tell parts of Victor Hugo's epic novel of poverty, crime, redemption, romantic love and revolution in France in the early 19th century. The 1978 film develops the characters of Jean Valjean and Javert in an excellent fashion. The 1998 film version is beautiful and well made with some powerful performances. This version tracks the novel in most respects but has unnecessary moderately graphic violence and offensive scenes showing nudity and the life of a prostitute. In addition, the characters of Valjean and Javert are not developed as clearly as in the 1978 made for TV version. For a discussion of the 1995 film version, see Notes on Movies For Which a Learning Guide has not been Prepared. Benefits of the Movie:     These films will acquaint children with this epic story and with its characters who have become archetypes: Jean Valjean, a man condemned by poverty and classification as a convicted felon but redeemed by the kindness of one man and his own will; Cosette, the child victim of poverty; Bishop Myriel, the social activist who believes in the essential goodness of man; and Javert, the petty, regulation bound, and shortsighted bureaucrat who relentlessly and unreasonably pursues a good man for a violation that should have been forgotten long ago. Possible Problems:    MINOR. Javert commits suicide. We see him jump into the Seine.",,HT,8,"These films will acquaint children with this epic story and with its characters who have become archetypes: Jean Valjean, a man condemned by poverty and classification as a convicted felon but redeemed by the kindness of one man and his own will; Cosette, the child victim of poverty; Bishop Myriel, the social activist who believes in the essential goodness of man; and Javert, the petty, regulation bound, and shortsighted bureaucrat who relentlessly and unreasonably pursues a good man for a violation that should have been forgotten long ago. Possible Problems:    MINOR. Javert commits suicide. We see him jump into the Seine.",nan,MINOR. Javert commits suicide. We see him jump into the Seine.,nan
214,Lesson Plan: The End of America's Nightmare Dance with Slavery Using Spielberg's Lincoln,Description: This lesson plan covers efforts in the U.S. to emancipate the slaves culminating in the 13th Amendment and the removal of Constitutional protections for slavery.,pics/lincoln-DVDcover.jpg,HT,13,nan,"Objectives/Student Outcomes Using this Lesson Plan: Students will understand the broad social movement that resulted in the emancipation of the slaves. They will retain striking visual images of Abraham Lincoln, Thaddeus Stevens, and the passage of the resolution sending the 13th Amendment to the States for ratification — all within the context of the broad effort to end slavery in the U.S. They will understand why the 13th Amendment was necessary to invalidate protections for slavery written into the Constitution by the Founding Fathers. Students will be motivated to do their best on research and writing assignments.",nan,Rationale: The decision to emancipate the slaves and to reject the bargain between North and South that gave Constitutional protection to slavery is one of the most important developments in U.S. history. President Abraham Lincoln is among the three greatest Presidents in U.S. history. The film Lincoln provides visual and emotional depth as well as a dramatic high point to the unit. This lesson plan allows teachers to use the film Lincoln without introducing errors of historical perspective.
384,Introduction to Volcanoes and Tectonic Plates - Snippet Lesson Plan,The first segment starts with a clash between public officials reluctant to call an alarm which will disrupt the life of the city and scientists who cannot provide certainties but advise concern and action based on ambiguous warning signs.,pics/volcano-dvd-cover.JPG,BL,10,nan,"Students will learn about volcanoes,their likely locations, the factors that can lead to an eruption, the relation of plate tectonics to volcanic eruptions, and the kind of certainty that scientists can and cannot provide. They will become familiar with the way that volcanoes are classified and four of the important phenomena that happen before and during eruptions: heating of underground and surface water, lava flows, ash clouds, and volcanic bombs. Students will be introduced to volcanic events at: Paricutin, Mexico; Pinatube in the Philippines; and Eyjafjallajökull in Iceland.",nan,The unlikely event of a volcano erupting in the middle of Los Angeles and the film's mix of volcanic features will provide interest and dramatic effect to the lesson. The events of the movie are loosely based on real incidents in which a volcano suddenly surged to life in an unexpected location and when advancing lava was cooled and stopped with water. Comparison of the real events with the film will reinforce the differences between fact and fiction in movies while providing interest and context for the lesson.
57,Born Free,"This is the true story of the domestication and successful reintroduction into the wild of the lion named Elsa. The film is based on the book by Joy Adamson. Benefits of the Movie: ""Born Free"" will introduce children to the world of naturalists, lions and Africa. Mr. and Mrs. Adamson are caring and sensitive naturalists. Possible Problems: MINOR. Moderate use of alcohol and tobacco are shown. Parenting Points:     After the movie is finished, ask your child the Quick Discussion Question and talk about what you believe the answer to be. Allow your child to express his or her thoughts on the question. Then provide information (from the Internet or books) about lions or Africa or efforts to protect the environment, whatever might be interesting to your child. Selected Awards, Cast and Director: Selected Awards: 1966 Academy Awards: Best Song (""Born Free""), Best Original Score; 1966 National Board of Review Awards: Ten Best Films of the Year. Featured Actors: Virginia McKenna, Bill Travers. Director: James Hill",pics/born-free-DVDcover.jpg,BL,10,"""Born Free"" will introduce children to the world of naturalists, lions and Africa. Mr. and Mrs. Adamson are caring and sensitive naturalists.",nan,MINOR. Moderate use of alcohol and tobacco are shown.,nan
219,The Long Walk Home,"This is a film about the 1955 Montgomery, Alabama Bus Boycott and its effect on inhabitants of the city. The focus is on a white middle class family whose members have divergent views on the protest.",pics/long-walk-home-DVDcover.jpg,,12,"This film can be used to reveal how nonviolent civil disobedience works on the mind of the public, including members of the oppressor class. In this case, a white woman becomes convinced that it is not fair to require blacks to sit at the back of the bus or to stand when there are seats available at the front. She stands up to the male power structure and all her friends in order to do the right thing and help the protestors. The movie gives us a glimpse of the lifestyles of middle class whites and poor blacks in Alabama in 1955. The film also reveals some of the sacrifices endured by the black citizens of Montgomery during the boycott. Possible Problems:    MINOR. A young black boy is beaten by a group of white boys and there is a fight between the two white men after one threatens to assault the heroine. These incidents are appropriate to the plot. Rosa Parks being booked",nan,MINOR. A young black boy is beaten by a group of white boys and there is a fight between the two white men after one threatens to assault the heroine. These incidents are appropriate to the plot. Rosa Parks being booked,nan
239,Michael Collins,"This film traces the public career of Michael Collins, the Irish patriot, from his imprisonment after the 1916 Easter Uprising, through his organization of a bloody resistance movement, continuing with his participation in the peace talks that led to home rule without full independence from Great Britain, and concluding with his assassination in the civil war that followed.",pics/michael-collins-DVDcover.jpg,,14,"""Michael Collins"" shows a man's use of violence to obtain freedom for his country and his rejection of violence when a substantial portion of his goals, but not complete victory, can be obtained by negotiation. The film will help to explain how Ireland won freedom from British control after hundreds of years of oppression. But, the movie is useful as a learning tool only if its historical distortions are explained. See Helpful Background Section. ""Michael Collins"" when compared to Gandhi can lead to fascinating discussions about the use and abuse of violence by oppressed peoples. This film also demonstrates how dramatic devices distort historical accuracy. A discussion of this topic will build critical viewing skills and is necessary to correct a misimpression left by the film. Eamon De Valera serves the dramatic structure of the story as the villain. The truth is not nearly so clear and the characterization is inaccurate. There is no evidence that De Valera plotted to have Collins killed. The film's rejection of De Valera's position, that nothing short of full independence would justify peace, is never explained or justified. Nor is it shown that years later De Valera came round and served with distinction as President of the Irish Free State before full independence was attained. The need for a villain in the film overpowered historical accuracy and the film is misleading in its characterization of De Valera.",nan,"SERIOUS. This is a violent film showing people being shot and bleeding to death. We hear people being tortured. As discussed in this Guide there are some historical inaccuracies that should be corrected. Parenting Points:     Describe for your child how dramatic devices distort historical accuracy in this film. See the Benefits section. Describe how the film charts the path of Michael Collins from terrorism to negotiation. Point out that his terrorism was directed at the occupying police force and not innocent civilians. And then ask and help your child to answer the Quick Discussion Question. Selected Awards, Cast and Director:",nan
241,Midnight in Paris,"Description: Hollywood screenwriter, Gil Pender, is trying to write a novel of literary significance. Vacationing in Paris with his fiancé and future in-laws, he is overwhelmed by nostalgia for the period of the Lost Generation, the 1920s, when brilliant American writers and visual artists from all over Europe lived and worked in Paris. While taking a midnight stroll Gil is magically transported to the 1920s where he meets Hemingway, F. Scott Fitzgerald, Salvador Dali and other famous writers and artists of the period. Through these encounters Gil learns that he needs to change the course of his life and that although he must live in the present, he can shape his life according to the values that had drawn him into the past.",pics/midnight-in-paris-DVDcover.jpg,,14,"Rationale for Using the Movie: This film can provide benefits on at least three levels. It allows students to visualize famous writers and artists who worked in Paris during the 1920s. The story itself is valuable, raising the issue of how best to use the past. It can also serve to acquaint students with the City of Paris, one of the great cities of the world.","Objectives/Student Outcomes Using this Learning Guide: Student interest in studying the writings of Hemingway and Fitzgerald, as well as the paintings of Picasso, Dali and other artists of the 1920s will be increased. They will explore the question of the uses of the past. Students will sharpen their oral presentation and writing skills on the subjects explored in the film. Students will be introduced to the Lost Generation and to the City of Paris.",Possible Problems: None.,"Rationale for Using the Movie: This film can provide benefits on at least three levels. It allows students to visualize famous writers and artists who worked in Paris during the 1920s. The story itself is valuable, raising the issue of how best to use the past. It can also serve to acquaint students with the City of Paris, one of the great cities of the world."
217,Little Buddha,"Buddhist monks suspect that a child born in Seattle is the reincarnation of their spiritual master. They go to the child's family and convince the father to take the boy to Tibet to determine if he is, in fact, the reincarnation. They introduce the child to the life story of the Buddha, which is re-enacted in the film. The film was inspired by the experiences of Sonam Wangdu (born 1992) who was the child of a Buddhist family from the U.S. and the great, great nephew of a revered leader of a sect of Tibetan Buddhism.",pics/little-buddha-DVDcover.jpg,,10,"""Little Buddha"" will expose children to the story of Siddartha, who became the Buddha by choosing to seek Enlightenment. The film was panned by some critics as unworthy of feature status, because it was in essence a Buddhist Sunday School class. This is exactly how we propose to use the film, i.e., to teach children the story of the Buddha. This Learning Guide attempts to give a brief description of the fundamentals of Buddhism.",nan,MINOR. The child's family from the U.S. is shown as being devoid of any religion or belief system of their own.,nan
383,Vincent: The Life and Death of Vincent Van Gogh,"The visuals for this documentary include still shots of paintings by van Gogh, contrasted with footage showing the actual scenes as they appear to the naked eye. This beautiful montage shows the origins of the art of van Gogh. The narrative is taken directly from letters written by the artist to his brother Theo. Roger Ebert, in his review of this film for the Chicago Sun-Times, said that ""Vincent"" was ""the best film about a painter I have ever seen."" We agree.",pics/vincent.jpg,,12,"This movie is visually magnificent. The narrative gives us a window into the hopes and fears of this great artist and of his attitude toward his work. Specific paintings and artistic techniques are discussed. The artist tells us, through the letters to his brother what he was trying to achieve. These letters show van Gogh to be a sincere, caring man who was committed to his art and, for most of his life, very lonely. Vincent van Gogh was supported emotionally and financially by his brother Theo.",nan,"MINOR. There are a few scenes of provocatively dressed women and pictures of women in the nude. These do not show any type of sexual activity. Alcohol use is shown, at times in raucous bar scenes. Pipe smoking is shown. Parenting Points:     Briefly describe for your child how the Impressionists and the Post-Impressionists were different than the classical painters who had dominated the art world when van Gogh was painting. See the Helpful Background section of the Learning Guide to ""Mary Cassatt: American Impressionist"". Ask and help your child to answer the Quick Discussion Question. If your child expresses an interest sit down with him or her and go through an art book with van Gogh's paintings in it.",nan
240,A Midnight Clear,"This is the story of a WWII American intelligence unit posted to a remote location in the Ardennes Forest at the time of the Battle of the Bulge. At Christmas, the American soldiers receive a message from a German Army unit that it wants to surrender. But there's a hitch. The Germans want it to appear that they were overwhelmed to avoid reprisals to their families back in Germany. The movie shows the soldiers trying to work this out. The film is based on the novel by William Wharton.",pics/midnight-clear-DVDcover.jpg,,13,"The movie shows the fear felt by soldiers and the difficulties in establishing trust between enemies. It shows that German soldiers had feelings too. This movie is deeply upsetting in the way that any good war movie should be. It brings several elements of the horror of war into clear perspective. Possible Problems:    MODERATE. There are one or two scenes of graphic violence. The worst scene shows blood pouring out of a fatal wound in one of the boys we have learned to love. The violence in this movie is relevant to its message. There is no graphic sexual activity shown but several of the boys, before they ship out to Europe, pool their money and go looking for a prostitute. They don't want to die as virgins. Instead of finding a prostitute, they meet a young war widow. She decides, out of love for her dead husband, to serve as a sexual initiator for each of the young soldiers. This episode is tastefully done. The scene is poignant. There is some mild profanity in the movie. Parenting Points:     Describe for your child the Battle of the Bulge and its place in the history of WWII. See the Helpful Background section. Ask and help your child to answer the Quick Discussion Question.",nan,"MODERATE. There are one or two scenes of graphic violence. The worst scene shows blood pouring out of a fatal wound in one of the boys we have learned to love. The violence in this movie is relevant to its message. There is no graphic sexual activity shown but several of the boys, before they ship out to Europe, pool their money and go looking for a prostitute. They don't want to die as virgins. Instead of finding a prostitute, they meet a young war widow. She decides, out of love for her dead husband, to serve as a sexual initiator for each of the young soldiers. This episode is tastefully done. The scene is poignant. There is some mild profanity in the movie. Parenting Points:     Describe for your child the Battle of the Bulge and its place in the history of WWII. See the Helpful Background section. Ask and help your child to answer the Quick Discussion Question.",nan
221,Looking Beneath the Surface,"What is going on beneath the surface of an event or conversation?

Sometime, before having students read a novel or a short story, or watch a film or a play, introduce the lesson with a provocative concept: there are subtexts of meaning below the surface of almost every human interaction. 

Begin by asking what might have occurred in the mind of an individual that led to the invention of the chair? What thought drove this prehistoric person to pound together a few chunks of wood so that someone might sit? 

The kids will drift through various suggestions: desire for comfort, avoidance of dirt or bugs, an effort to keep dry in wet weather. To spark deeper thought, describe the scene of the school parking lot and the after-school rush to the cars in which we hear the cry ""shotgun"" ring out from kids who don't drive. They're trying to get the second most prestigious seat in the car.

Then talk about status in a family. Does anyone have a family in which one member always sits at the head of the table or in the best armchair in front of the television? When appropriate, mention the difference between the chair occupied by a judge who presides over a trial and the chair in which the defendant sits. Point out the contrast between the cushy chair behind the teacher's desk at the back of the classroom and the hard and chilly seats of the students.",,,0,nan,nan,nan,nan
